"tanggal";"product_category_name";"product_category_name_englishh";"jumlah"
"2017-06-07";"moveis_decoracao";"Furniture decor";3
"2017-06-07";"eletrodomesticos";"Home appliances";2
"2017-06-07";"eletronicos";"Electronics";2
"2017-06-07";"relogios_presentes";"Watches gifts";2
"2017-06-07";"telefonia_fixa";"Fixed telephony";2
"2017-06-07";"moveis_escritorio";"Office furniture";2
"2017-06-07";"market_place";"Market place";2
"2017-06-07";"";"Unknown";1
"2017-06-07";"audio";"Audio";1
"2017-06-07";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";1
"2017-06-07";"casa_conforto";"Home confort";1
"2017-06-07";"fashion_calcados";"Fashion shoes";1
"2017-06-07";"instrumentos_musicais";"Musical instruments";1
"2017-06-07";"consoles_games";"Consoles games";1
"2017-06-08";"informatica_acessorios";"Computers accessories";14
"2017-06-08";"beleza_saude";"Health beauty";14
"2017-06-08";"utilidades_domesticas";"Housewares";14
"2017-06-08";"brinquedos";"Toys";14
"2017-06-08";"esporte_lazer";"Sports leisure";11
"2017-06-08";"cama_mesa_banho";"Bed bath table";10
"2017-06-08";"ferramentas_jardim";"Garden tools";9
"2017-06-08";"perfumaria";"Perfumery";9
"2017-06-08";"telefonia";"Telephony";7
"2017-06-08";"relogios_presentes";"Watches gifts";6
"2017-06-08";"automotivo";"Auto";6
"2017-06-08";"fashion_bolsas_e_acessorios";"Fashion bags accessories";5
"2017-06-08";"cool_stuff";"Cool stuff";3
"2017-06-08";"papelaria";"Stationery";3
"2017-06-08";"instrumentos_musicais";"Musical instruments";2
"2017-06-08";"moveis_sala";"Furniture living room";2
"2017-06-08";"eletronicos";"Electronics";2
"2017-06-08";"moveis_decoracao";"Furniture decor";2
"2017-06-08";"livros_interesse_geral";"Books general interest";2
"2017-06-08";"moveis_escritorio";"Office furniture";2
"2017-06-08";"artes";"Art";2
"2017-06-08";"pet_shop";"Pet shop";2
"2017-06-08";"market_place";"Market place";2
"2017-06-08";"malas_acessorios";"Luggage accessories";2
"2017-06-08";"consoles_games";"Consoles games";1
"2017-06-08";"fashion_roupa_infanto_juvenil";"Fashion childrens clothes";1
"2017-06-08";"eletrodomesticos";"Home appliances";1
"2017-06-09";"moveis_decoracao";"Furniture decor";25
"2017-06-09";"informatica_acessorios";"Computers accessories";14
"2017-06-09";"telefonia";"Telephony";13
"2017-06-09";"cama_mesa_banho";"Bed bath table";8
"2017-06-09";"beleza_saude";"Health beauty";7
"2017-06-09";"fashion_bolsas_e_acessorios";"Fashion bags accessories";7
"2017-06-09";"esporte_lazer";"Sports leisure";6
"2017-06-09";"cool_stuff";"Cool stuff";5
"2017-06-09";"perfumaria";"Perfumery";5
"2017-06-09";"brinquedos";"Toys";4
"2017-06-09";"relogios_presentes";"Watches gifts";4
"2017-06-09";"pet_shop";"Pet shop";4
"2017-06-09";"ferramentas_jardim";"Garden tools";3
"2017-06-09";"";"Unknown";3
"2017-06-09";"automotivo";"Auto";3
"2017-06-09";"moveis_sala";"Furniture living room";3
"2017-06-09";"eletronicos";"Electronics";2
"2017-06-09";"bebes";"Baby";2
"2017-06-09";"utilidades_domesticas";"Housewares";2
"2017-06-09";"fashion_esporte";"Fashion sport";1
"2017-06-09";"climatizacao";"Air conditioning";1
"2017-06-09";"livros_tecnicos";"Books technical";1
"2017-06-09";"fashion_roupa_masculina";"Fashion male clothing";1
"2017-06-09";"telefonia_fixa";"Fixed telephony";1
"2017-06-09";"instrumentos_musicais";"Musical instruments";1
"2017-06-10";"informatica_acessorios";"Computers accessories";7
"2017-06-10";"utilidades_domesticas";"Housewares";7
"2017-06-10";"telefonia";"Telephony";6
"2017-06-10";"brinquedos";"Toys";6
"2017-06-10";"cama_mesa_banho";"Bed bath table";5
"2017-06-10";"ferramentas_jardim";"Garden tools";4
"2017-06-10";"beleza_saude";"Health beauty";4
"2017-06-10";"relogios_presentes";"Watches gifts";4
"2017-06-10";"moveis_decoracao";"Furniture decor";3
"2017-06-10";"esporte_lazer";"Sports leisure";3
"2017-06-10";"perfumaria";"Perfumery";3
"2017-06-10";"moveis_sala";"Furniture living room";3
"2017-06-10";"pet_shop";"Pet shop";3
"2017-06-10";"malas_acessorios";"Luggage accessories";2
"2017-06-10";"automotivo";"Auto";2
"2017-06-10";"";"Unknown";2
"2017-06-10";"casa_conforto";"Home confort";1
"2017-06-10";"tablets_impressao_imagem";"Tablets printing image";1
"2017-06-10";"artes";"Art";1
"2017-06-10";"sinalizacao_e_seguranca";"Signaling and security";1
"2017-06-10";"market_place";"Market place";1
"2017-06-10";"bebes";"Baby";1
"2017-06-10";"instrumentos_musicais";"Musical instruments";1
"2017-06-10";"fashion_calcados";"Fashion shoes";1
"2017-06-10";"fashion_bolsas_e_acessorios";"Fashion bags accessories";1
"2017-06-10";"consoles_games";"Consoles games";1
"2017-06-10";"climatizacao";"Air conditioning";1
"2017-06-10";"papelaria";"Stationery";1
"2017-06-10";"eletroportateis";"Small appliances";1
"2017-06-10";"fashion_roupa_feminina";"Fashio female clothing";1
"2017-06-10";"casa_conforto_2";"Home comfort 2";1
"2017-06-11";"utilidades_domesticas";"Housewares";14
"2017-06-11";"brinquedos";"Toys";9
"2017-06-11";"informatica_acessorios";"Computers accessories";9
"2017-06-11";"telefonia";"Telephony";9
"2017-06-11";"esporte_lazer";"Sports leisure";9
"2017-06-11";"cool_stuff";"Cool stuff";8
"2017-06-11";"relogios_presentes";"Watches gifts";8
"2017-06-11";"cama_mesa_banho";"Bed bath table";8
"2017-06-11";"moveis_decoracao";"Furniture decor";6
"2017-06-11";"perfumaria";"Perfumery";5
"2017-06-11";"malas_acessorios";"Luggage accessories";5
"2017-06-11";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-06-11";"climatizacao";"Air conditioning";3
"2017-06-11";"bebes";"Baby";3
"2017-06-11";"casa_conforto";"Home confort";3
"2017-06-11";"beleza_saude";"Health beauty";3
"2017-06-11";"automotivo";"Auto";2
"2017-06-11";"eletrodomesticos";"Home appliances";2
"2017-06-11";"";"Unknown";2
"2017-06-11";"pet_shop";"Pet shop";2
"2017-06-11";"musica";"Music";1
"2017-06-11";"bebidas";"Drinks";1
"2017-06-11";"livros_interesse_geral";"Books general interest";1
"2017-06-11";"market_place";"Market place";1
"2017-06-11";"tablets_impressao_imagem";"Tablets printing image";1
"2017-06-11";"papelaria";"Stationery";1
"2017-06-11";"fashion_roupa_feminina";"Fashio female clothing";1
"2017-06-11";"moveis_escritorio";"Office furniture";1
"2017-06-11";"alimentos_bebidas";"Food drink";1
"2017-06-11";"ferramentas_jardim";"Garden tools";1
"2017-06-11";"fashion_calcados";"Fashion shoes";1
"2017-06-12";"utilidades_domesticas";"Housewares";21
"2017-06-12";"informatica_acessorios";"Computers accessories";16
"2017-06-12";"telefonia";"Telephony";14
"2017-06-12";"cama_mesa_banho";"Bed bath table";14
"2017-06-12";"cool_stuff";"Cool stuff";10
"2017-06-12";"bebes";"Baby";8
"2017-06-12";"relogios_presentes";"Watches gifts";6
"2017-06-12";"beleza_saude";"Health beauty";6
"2017-06-12";"perfumaria";"Perfumery";5
"2017-06-12";"esporte_lazer";"Sports leisure";5
"2017-06-12";"eletronicos";"Electronics";5
"2017-06-12";"fashion_bolsas_e_acessorios";"Fashion bags accessories";5
"2017-06-12";"moveis_decoracao";"Furniture decor";4
"2017-06-12";"brinquedos";"Toys";4
"2017-06-12";"automotivo";"Auto";4
"2017-06-12";"ferramentas_jardim";"Garden tools";4
"2017-06-12";"malas_acessorios";"Luggage accessories";2
"2017-06-12";"consoles_games";"Consoles games";2
"2017-06-12";"audio";"Audio";1
"2017-06-12";"fashion_roupa_masculina";"Fashion male clothing";1
"2017-06-12";"moveis_sala";"Furniture living room";1
"2017-06-12";"eletrodomesticos";"Home appliances";1
"2017-06-12";"casa_construcao";"Home construction";1
"2017-06-12";"papelaria";"Stationery";1
"2017-06-12";"";"Unknown";1
"2017-06-12";"moveis_escritorio";"Office furniture";1
"2017-06-12";"artes";"Art";1
"2017-06-12";"pet_shop";"Pet shop";1
"2017-06-13";"esporte_lazer";"Sports leisure";16
"2017-06-13";"moveis_decoracao";"Furniture decor";15
"2017-06-13";"informatica_acessorios";"Computers accessories";14
"2017-06-13";"cool_stuff";"Cool stuff";12
"2017-06-13";"beleza_saude";"Health beauty";9
"2017-06-13";"cama_mesa_banho";"Bed bath table";7
"2017-06-13";"bebes";"Baby";7
"2017-06-13";"utilidades_domesticas";"Housewares";7
"2017-06-13";"brinquedos";"Toys";6
"2017-06-13";"perfumaria";"Perfumery";6
"2017-06-13";"malas_acessorios";"Luggage accessories";5
"2017-06-13";"telefonia";"Telephony";5
"2017-06-13";"ferramentas_jardim";"Garden tools";3
"2017-06-13";"construcao_ferramentas_construcao";"Construction tools construction";3
"2017-06-13";"pet_shop";"Pet shop";2
"2017-06-13";"relogios_presentes";"Watches gifts";2
"2017-06-13";"fashion_roupa_masculina";"Fashion male clothing";2
"2017-06-13";"papelaria";"Stationery";2
"2017-06-13";"audio";"Audio";2
"2017-06-13";"moveis_escritorio";"Office furniture";2
"2017-06-13";"eletronicos";"Electronics";2
"2017-06-13";"";"Unknown";2
"2017-06-13";"market_place";"Market place";1
"2017-06-13";"automotivo";"Auto";1
"2017-06-13";"fashion_bolsas_e_acessorios";"Fashion bags accessories";1
"2017-06-13";"tablets_impressao_imagem";"Tablets printing image";1
"2017-06-13";"eletrodomesticos";"Home appliances";1
"2017-06-14";"cama_mesa_banho";"Bed bath table";21
"2017-06-14";"esporte_lazer";"Sports leisure";17
"2017-06-14";"moveis_decoracao";"Furniture decor";9
"2017-06-14";"beleza_saude";"Health beauty";9
"2017-06-14";"informatica_acessorios";"Computers accessories";9
"2017-06-14";"brinquedos";"Toys";8
"2017-06-14";"cool_stuff";"Cool stuff";7
"2017-06-14";"utilidades_domesticas";"Housewares";7
"2017-06-14";"bebes";"Baby";6
"2017-06-14";"telefonia";"Telephony";6
"2017-06-14";"automotivo";"Auto";5
"2017-06-14";"ferramentas_jardim";"Garden tools";5
"2017-06-14";"fashion_bolsas_e_acessorios";"Fashion bags accessories";5
"2017-06-14";"eletrodomesticos";"Home appliances";4
"2017-06-14";"pet_shop";"Pet shop";3
"2017-06-14";"relogios_presentes";"Watches gifts";3
"2017-06-14";"malas_acessorios";"Luggage accessories";3
"2017-06-14";"perfumaria";"Perfumery";2
"2017-06-14";"moveis_escritorio";"Office furniture";2
"2017-06-14";"consoles_games";"Consoles games";2
"2017-06-14";"moveis_quarto";"Furniture bedroom";1
"2017-06-14";"audio";"Audio";1
"2017-06-14";"livros_interesse_geral";"Books general interest";1
"2017-06-14";"fashion_roupa_masculina";"Fashion male clothing";1
"2017-06-14";"climatizacao";"Air conditioning";1
"2017-06-14";"construcao_ferramentas_construcao";"Construction tools construction";1
"2017-06-14";"papelaria";"Stationery";1
"2017-06-14";"fashion_calcados";"Fashion shoes";1
"2017-06-14";"casa_conforto";"Home confort";1
"2017-06-14";"";"Unknown";1
"2017-06-14";"eletronicos";"Electronics";1
"2017-06-14";"fashion_roupa_feminina";"Fashio female clothing";1
"2017-06-15";"cama_mesa_banho";"Bed bath table";23
"2017-06-15";"esporte_lazer";"Sports leisure";10
"2017-06-15";"utilidades_domesticas";"Housewares";8
"2017-06-15";"ferramentas_jardim";"Garden tools";7
"2017-06-15";"informatica_acessorios";"Computers accessories";7
"2017-06-15";"telefonia";"Telephony";6
"2017-06-15";"cool_stuff";"Cool stuff";6
"2017-06-15";"";"Unknown";5
"2017-06-15";"automotivo";"Auto";4
"2017-06-15";"beleza_saude";"Health beauty";4
"2017-06-15";"moveis_decoracao";"Furniture decor";4
"2017-06-15";"perfumaria";"Perfumery";4
"2017-06-15";"fashion_calcados";"Fashion shoes";4
"2017-06-15";"brinquedos";"Toys";3
"2017-06-15";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-06-15";"consoles_games";"Consoles games";3
"2017-06-15";"instrumentos_musicais";"Musical instruments";3
"2017-06-15";"eletrodomesticos";"Home appliances";2
"2017-06-15";"relogios_presentes";"Watches gifts";2
"2017-06-15";"livros_interesse_geral";"Books general interest";1
"2017-06-15";"papelaria";"Stationery";1
"2017-06-15";"audio";"Audio";1
"2017-06-15";"bebes";"Baby";1
"2017-06-15";"eletroportateis";"Small appliances";1
"2017-06-15";"pc_gamer";"Unknown";1
"2017-06-15";"pet_shop";"Pet shop";1
"2017-06-15";"moveis_sala";"Furniture living room";1
"2017-06-16";"informatica_acessorios";"Computers accessories";13
"2017-06-16";"cool_stuff";"Cool stuff";9
"2017-06-16";"cama_mesa_banho";"Bed bath table";9
"2017-06-16";"ferramentas_jardim";"Garden tools";8
"2017-06-16";"beleza_saude";"Health beauty";7
"2017-06-16";"perfumaria";"Perfumery";6
"2017-06-16";"esporte_lazer";"Sports leisure";6
"2017-06-16";"relogios_presentes";"Watches gifts";5
"2017-06-16";"utilidades_domesticas";"Housewares";5
"2017-06-16";"telefonia";"Telephony";5
"2017-06-16";"brinquedos";"Toys";4
"2017-06-16";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-06-16";"automotivo";"Auto";3
"2017-06-16";"telefonia_fixa";"Fixed telephony";3
"2017-06-16";"malas_acessorios";"Luggage accessories";2
"2017-06-16";"moveis_decoracao";"Furniture decor";2
"2017-06-16";"livros_importados";"Books imported";2
"2017-06-16";"";"Unknown";1
"2017-06-16";"eletrodomesticos_2";"Home appliances 2";1
"2017-06-16";"eletroportateis";"Small appliances";1
"2017-06-16";"alimentos";"Food";1
"2017-06-16";"bebes";"Baby";1
"2017-06-16";"market_place";"Market place";1
"2017-06-16";"eletronicos";"Electronics";1
"2017-06-16";"moveis_escritorio";"Office furniture";1
"2017-06-16";"casa_conforto";"Home confort";1
"2017-06-16";"pet_shop";"Pet shop";1
"2017-06-17";"informatica_acessorios";"Computers accessories";9
"2017-06-17";"beleza_saude";"Health beauty";9
"2017-06-17";"cama_mesa_banho";"Bed bath table";9
"2017-06-17";"perfumaria";"Perfumery";8
"2017-06-17";"esporte_lazer";"Sports leisure";8
"2017-06-17";"utilidades_domesticas";"Housewares";6
"2017-06-17";"relogios_presentes";"Watches gifts";4
"2017-06-17";"telefonia";"Telephony";4
"2017-06-17";"automotivo";"Auto";3
"2017-06-17";"brinquedos";"Toys";3
"2017-06-17";"cool_stuff";"Cool stuff";3
"2017-06-17";"eletroportateis";"Small appliances";3
"2017-06-17";"moveis_decoracao";"Furniture decor";3
"2017-06-17";"ferramentas_jardim";"Garden tools";2
"2017-06-17";"fashion_esporte";"Fashion sport";1
"2017-06-17";"eletronicos";"Electronics";1
"2017-06-17";"malas_acessorios";"Luggage accessories";1
"2017-06-17";"bebes";"Baby";1
"2017-06-17";"moveis_escritorio";"Office furniture";1
"2017-06-17";"pet_shop";"Pet shop";1
"2017-06-17";"";"Unknown";1
"2017-06-17";"fashion_bolsas_e_acessorios";"Fashion bags accessories";1
"2017-06-18";"utilidades_domesticas";"Housewares";10
"2017-06-18";"cama_mesa_banho";"Bed bath table";10
"2017-06-18";"beleza_saude";"Health beauty";8
"2017-06-18";"esporte_lazer";"Sports leisure";8
"2017-06-18";"automotivo";"Auto";7
"2017-06-18";"moveis_escritorio";"Office furniture";5
"2017-06-18";"moveis_decoracao";"Furniture decor";5
"2017-06-18";"informatica_acessorios";"Computers accessories";5
"2017-06-18";"brinquedos";"Toys";5
"2017-06-18";"cool_stuff";"Cool stuff";4
"2017-06-18";"perfumaria";"Perfumery";4
"2017-06-18";"papelaria";"Stationery";3
"2017-06-18";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-06-18";"relogios_presentes";"Watches gifts";3
"2017-06-18";"ferramentas_jardim";"Garden tools";3
"2017-06-18";"telefonia";"Telephony";3
"2017-06-18";"bebes";"Baby";3
"2017-06-18";"eletrodomesticos";"Home appliances";2
"2017-06-18";"";"Unknown";1
"2017-06-18";"livros_interesse_geral";"Books general interest";1
"2017-06-18";"malas_acessorios";"Luggage accessories";1
"2017-06-18";"dvds_blu_ray";"Dvds blu ray";1
"2017-06-18";"eletronicos";"Electronics";1
"2017-06-18";"fashion_calcados";"Fashion shoes";1
"2017-06-18";"eletroportateis";"Small appliances";1
"2017-06-19";"cama_mesa_banho";"Bed bath table";18
"2017-06-19";"utilidades_domesticas";"Housewares";16
"2017-06-19";"esporte_lazer";"Sports leisure";14
"2017-06-19";"moveis_decoracao";"Furniture decor";14
"2017-06-19";"beleza_saude";"Health beauty";14
"2017-06-19";"informatica_acessorios";"Computers accessories";13
"2017-06-19";"perfumaria";"Perfumery";11
"2017-06-19";"relogios_presentes";"Watches gifts";9
"2017-06-19";"cool_stuff";"Cool stuff";8
"2017-06-19";"brinquedos";"Toys";8
"2017-06-19";"automotivo";"Auto";6
"2017-06-19";"consoles_games";"Consoles games";6
"2017-06-19";"moveis_escritorio";"Office furniture";4
"2017-06-19";"telefonia";"Telephony";4
"2017-06-19";"eletrodomesticos";"Home appliances";4
"2017-06-19";"papelaria";"Stationery";4
"2017-06-19";"bebes";"Baby";3
"2017-06-19";"livros_interesse_geral";"Books general interest";3
"2017-06-19";"pet_shop";"Pet shop";3
"2017-06-19";"ferramentas_jardim";"Garden tools";3
"2017-06-19";"fashion_bolsas_e_acessorios";"Fashion bags accessories";2
"2017-06-19";"malas_acessorios";"Luggage accessories";2
"2017-06-19";"eletronicos";"Electronics";1
"2017-06-19";"climatizacao";"Air conditioning";1
"2017-06-19";"eletroportateis";"Small appliances";1
"2017-06-19";"instrumentos_musicais";"Musical instruments";1
"2017-06-19";"musica";"Music";1
"2017-06-19";"telefonia_fixa";"Fixed telephony";1
"2017-06-20";"moveis_decoracao";"Furniture decor";13
"2017-06-20";"utilidades_domesticas";"Housewares";13
"2017-06-20";"beleza_saude";"Health beauty";11
"2017-06-20";"informatica_acessorios";"Computers accessories";9
"2017-06-20";"cama_mesa_banho";"Bed bath table";8
"2017-06-20";"relogios_presentes";"Watches gifts";6
"2017-06-20";"esporte_lazer";"Sports leisure";5
"2017-06-20";"perfumaria";"Perfumery";5
"2017-06-20";"automotivo";"Auto";5
"2017-06-20";"bebes";"Baby";5
"2017-06-20";"cool_stuff";"Cool stuff";4
"2017-06-20";"telefonia";"Telephony";4
"2017-06-20";"brinquedos";"Toys";3
"2017-06-20";"eletrodomesticos";"Home appliances";3
"2017-06-20";"consoles_games";"Consoles games";2
"2017-06-20";"malas_acessorios";"Luggage accessories";2
"2017-06-20";"ferramentas_jardim";"Garden tools";1
"2017-06-20";"instrumentos_musicais";"Musical instruments";1
"2017-06-20";"moveis_sala";"Furniture living room";1
"2017-06-20";"livros_interesse_geral";"Books general interest";1
"2017-06-20";"fashion_calcados";"Fashion shoes";1
"2017-06-20";"papelaria";"Stationery";1
"2017-06-20";"climatizacao";"Air conditioning";1
"2017-06-21";"informatica_acessorios";"Computers accessories";7
"2017-06-21";"utilidades_domesticas";"Housewares";6
"2017-06-21";"cool_stuff";"Cool stuff";5
"2017-06-21";"automotivo";"Auto";3
"2017-06-21";"beleza_saude";"Health beauty";3
"2017-06-21";"instrumentos_musicais";"Musical instruments";2
"2017-06-21";"cama_mesa_banho";"Bed bath table";2
"2017-06-21";"fashion_bolsas_e_acessorios";"Fashion bags accessories";2
"2017-06-21";"malas_acessorios";"Luggage accessories";1
"2017-06-21";"fashion_calcados";"Fashion shoes";1
"2017-06-21";"ferramentas_jardim";"Garden tools";1
"2017-06-21";"bebes";"Baby";1
"2017-06-21";"moveis_decoracao";"Furniture decor";1
"2017-06-21";"esporte_lazer";"Sports leisure";1
"2017-06-21";"";"Unknown";1
"2017-06-22";"utilidades_domesticas";"Housewares";14
"2017-06-22";"cama_mesa_banho";"Bed bath table";11
"2017-06-22";"moveis_decoracao";"Furniture decor";8
"2017-06-22";"esporte_lazer";"Sports leisure";7
"2017-06-22";"beleza_saude";"Health beauty";7
"2017-06-22";"cool_stuff";"Cool stuff";5
"2017-06-22";"informatica_acessorios";"Computers accessories";5
"2017-06-22";"ferramentas_jardim";"Garden tools";5
"2017-06-22";"relogios_presentes";"Watches gifts";4
"2017-06-22";"brinquedos";"Toys";4
"2017-06-22";"fashion_bolsas_e_acessorios";"Fashion bags accessories";4
"2017-06-22";"bebes";"Baby";2
"2017-06-22";"eletronicos";"Electronics";2
"2017-06-22";"telefonia";"Telephony";2
"2017-06-22";"casa_conforto";"Home confort";1
"2017-06-22";"livros_interesse_geral";"Books general interest";1
"2017-06-22";"pet_shop";"Pet shop";1
"2017-06-22";"perfumaria";"Perfumery";1
"2017-06-22";"eletrodomesticos";"Home appliances";1
"2017-06-22";"industria_comercio_e_negocios";"Industry commerce and business";1
"2017-06-22";"automotivo";"Auto";1
"2017-06-22";"instrumentos_musicais";"Musical instruments";1
"2017-06-22";"fashion_roupa_masculina";"Fashion male clothing";1
"2017-06-22";"fashion_underwear_e_moda_praia";"Fashion underwear beach";1
"2017-06-22";"moveis_escritorio";"Office furniture";1
"2017-06-22";"market_place";"Market place";1
"2017-06-22";"moveis_sala";"Furniture living room";1
"2017-06-23";"utilidades_domesticas";"Housewares";14
"2017-06-23";"cama_mesa_banho";"Bed bath table";11
"2017-06-23";"beleza_saude";"Health beauty";10
"2017-06-23";"informatica_acessorios";"Computers accessories";10
"2017-06-23";"esporte_lazer";"Sports leisure";9
"2017-06-23";"cool_stuff";"Cool stuff";6
"2017-06-23";"brinquedos";"Toys";6
"2017-06-23";"moveis_decoracao";"Furniture decor";5
"2017-06-23";"automotivo";"Auto";5
"2017-06-23";"ferramentas_jardim";"Garden tools";4
"2017-06-23";"telefonia";"Telephony";4
"2017-06-23";"perfumaria";"Perfumery";4
"2017-06-23";"moveis_escritorio";"Office furniture";4
"2017-06-23";"relogios_presentes";"Watches gifts";4
"2017-06-23";"pet_shop";"Pet shop";4
"2017-06-23";"eletronicos";"Electronics";3
"2017-06-23";"market_place";"Market place";2
"2017-06-23";"";"Unknown";2
"2017-06-23";"papelaria";"Stationery";2
"2017-06-23";"instrumentos_musicais";"Musical instruments";2
"2017-06-23";"construcao_ferramentas_jardim";"Costruction tools garden";1
"2017-06-23";"moveis_cozinha_area_de_servico_jantar_e_jardim";"Kitchen dining laundry garden furniture";1
"2017-06-24";"cama_mesa_banho";"Bed bath table";16
"2017-06-24";"utilidades_domesticas";"Housewares";9
"2017-06-24";"moveis_escritorio";"Office furniture";7
"2017-06-24";"esporte_lazer";"Sports leisure";6
"2017-06-24";"telefonia";"Telephony";5
"2017-06-24";"moveis_decoracao";"Furniture decor";5
"2017-06-24";"beleza_saude";"Health beauty";5
"2017-06-24";"cool_stuff";"Cool stuff";4
"2017-06-24";"informatica_acessorios";"Computers accessories";3
"2017-06-24";"relogios_presentes";"Watches gifts";3
"2017-06-24";"papelaria";"Stationery";2
"2017-06-24";"automotivo";"Auto";2
"2017-06-24";"bebes";"Baby";2
"2017-06-24";"";"Unknown";2
"2017-06-24";"casa_conforto";"Home confort";2
"2017-06-24";"eletrodomesticos";"Home appliances";1
"2017-06-24";"eletrodomesticos_2";"Home appliances 2";1
"2017-06-24";"brinquedos";"Toys";1
"2017-06-24";"fashion_bolsas_e_acessorios";"Fashion bags accessories";1
"2017-06-24";"fashion_calcados";"Fashion shoes";1
"2017-06-24";"eletroportateis";"Small appliances";1
"2017-06-25";"utilidades_domesticas";"Housewares";11
"2017-06-25";"moveis_decoracao";"Furniture decor";10
"2017-06-25";"beleza_saude";"Health beauty";9
"2017-06-25";"cool_stuff";"Cool stuff";8
"2017-06-25";"cama_mesa_banho";"Bed bath table";7
"2017-06-25";"brinquedos";"Toys";5
"2017-06-25";"esporte_lazer";"Sports leisure";5
"2017-06-25";"informatica_acessorios";"Computers accessories";5
"2017-06-25";"telefonia";"Telephony";4
"2017-06-25";"malas_acessorios";"Luggage accessories";4
"2017-06-25";"relogios_presentes";"Watches gifts";4
"2017-06-25";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-06-25";"consoles_games";"Consoles games";3
"2017-06-25";"pet_shop";"Pet shop";3
"2017-06-25";"artigos_de_natal";"Christmas supplies";3
"2017-06-25";"perfumaria";"Perfumery";3
"2017-06-25";"moveis_escritorio";"Office furniture";2
"2017-06-25";"";"Unknown";2
"2017-06-25";"eletrodomesticos";"Home appliances";2
"2017-06-25";"bebes";"Baby";2
"2017-06-25";"ferramentas_jardim";"Garden tools";1
"2017-06-25";"papelaria";"Stationery";1
"2017-06-25";"instrumentos_musicais";"Musical instruments";1
"2017-06-25";"climatizacao";"Air conditioning";1
"2017-06-25";"eletronicos";"Electronics";1
"2017-06-25";"moveis_sala";"Furniture living room";1
"2017-06-25";"audio";"Audio";1
"2017-06-25";"eletroportateis";"Small appliances";1
"2017-06-25";"eletrodomesticos_2";"Home appliances 2";1
"2017-06-25";"casa_conforto";"Home confort";1
"2017-06-25";"automotivo";"Auto";1
"2017-06-26";"beleza_saude";"Health beauty";7
"2017-06-26";"informatica_acessorios";"Computers accessories";6
"2017-06-26";"pet_shop";"Pet shop";6
"2017-06-26";"utilidades_domesticas";"Housewares";6
"2017-06-26";"perfumaria";"Perfumery";6
"2017-06-26";"ferramentas_jardim";"Garden tools";6
"2017-06-26";"cama_mesa_banho";"Bed bath table";5
"2017-06-26";"esporte_lazer";"Sports leisure";5
"2017-06-26";"cool_stuff";"Cool stuff";4
"2017-06-26";"moveis_decoracao";"Furniture decor";4
"2017-06-26";"relogios_presentes";"Watches gifts";3
"2017-06-26";"papelaria";"Stationery";3
"2017-06-26";"moveis_escritorio";"Office furniture";3
"2017-06-26";"brinquedos";"Toys";2
"2017-06-26";"telefonia";"Telephony";2
"2017-06-26";"";"Unknown";2
"2017-06-26";"eletroportateis";"Small appliances";2
"2017-06-26";"agro_industria_e_comercio";"Agro industry and commerce";1
"2017-06-26";"malas_acessorios";"Luggage accessories";1
"2017-06-26";"bebes";"Baby";1
"2017-06-26";"casa_construcao";"Home construction";1
"2017-06-26";"fashion_calcados";"Fashion shoes";1
"2017-06-26";"automotivo";"Auto";1
"2017-06-27";"utilidades_domesticas";"Housewares";28
"2017-06-27";"cama_mesa_banho";"Bed bath table";16
"2017-06-27";"beleza_saude";"Health beauty";10
"2017-06-27";"esporte_lazer";"Sports leisure";10
"2017-06-27";"perfumaria";"Perfumery";8
"2017-06-27";"informatica_acessorios";"Computers accessories";8
"2017-06-27";"moveis_decoracao";"Furniture decor";8
"2017-06-27";"cool_stuff";"Cool stuff";7
"2017-06-27";"brinquedos";"Toys";7
"2017-06-27";"telefonia";"Telephony";7
"2017-06-27";"malas_acessorios";"Luggage accessories";5
"2017-06-27";"eletrodomesticos";"Home appliances";5
"2017-06-27";"automotivo";"Auto";5
"2017-06-27";"bebes";"Baby";3
"2017-06-27";"pet_shop";"Pet shop";3
"2017-06-27";"fashion_bolsas_e_acessorios";"Fashion bags accessories";3
"2017-06-27";"eletronicos";"Electronics";3
"2017-06-27";"ferramentas_jardim";"Garden tools";2
"2017-06-27";"relogios_presentes";"Watches gifts";2
"2017-06-27";"eletroportateis";"Small appliances";2
"2017-06-27";"market_place";"Market place";2
"2017-06-27";"consoles_games";"Consoles games";2
"2017-06-27";"papelaria";"Stationery";2
"2017-06-27";"fashion_calcados";"Fashion shoes";1
"2017-06-27";"musica";"Music";1
"2017-06-27";"casa_construcao";"Home construction";1
"2017-06-27";"audio";"Audio";1
"2017-06-27";"moveis_escritorio";"Office furniture";1
"2017-06-28";"cama_mesa_banho";"Bed bath table";18
"2017-06-28";"utilidades_domesticas";"Housewares";17
"2017-06-28";"moveis_decoracao";"Furniture decor";13
"2017-06-28";"beleza_saude";"Health beauty";12
"2017-06-28";"esporte_lazer";"Sports leisure";12
"2017-06-28";"cool_stuff";"Cool stuff";8
